repo_name,file_html,cl,me,code,complicate_code,has_break,,
coq_nvim,https://github.com/ms-jpq/coq_nvim/tree/master/coq/snippets/parsers/lsp.py,,_parse_fmt$406,"for (pos, char) in context:
    if char in _INT_CHARS:
        idx_acc.append(char)
    elif char == '}':
        group = int(''.join(idx_acc)) if idx_acc else 0
        return (group, lambda x: x or '')
    elif char == ':':
        pushback_chars(context, (pos, char))
        group = int(''.join(idx_acc)) if idx_acc else 0
        trans = _parse_fmt_back(context)
        return (group, trans)
    else:
        raise_err(text=context.text, pos=pos, condition='while parsing format', expected=('[0-9]', ':'), actual=char)
else:
    raise_err(text=context.text, pos=pos, condition=""after ${'int'"", expected=('}', ':'), actual=char)","for (pos, char) in context:
    if char in _INT_CHARS:
        idx_acc.append(char)
    elif char == '}':
        group = int(''.join(idx_acc)) if idx_acc else 0
        return (group, lambda x: x or '')
    elif char == ':':
        pushback_chars(context, (pos, char))
        group = int(''.join(idx_acc)) if idx_acc else 0
        trans = _parse_fmt_back(context)
        return (group, trans)
    else:
        raise_err(text=context.text, pos=pos, condition='while parsing format', expected=('[0-9]', ':'), actual=char)

raise_err(text=context.text, pos=pos, condition=""after ${'int'"", expected=('}', ':'), actual=char)
",0,TRUE,
backtrader,https://github.com/mementum/backtrader/tree/master/backtrader/plot/locator.py,AutoDateLocator,get_locator$128,"for interval in self.intervald[freq]:
    if num <= interval * (self.maxticks[freq] - 1):
        break
else:
    warnings.warn(""AutoDateLocator was unable to pick an appropriate interval for this date range. It may be necessary to add an interval value to the AutoDateLocator's intervald dictionary. Defaulting to {0}."".format(interval))","flag_else = 1

for interval in self.intervald[freq]:
    if num <= interval * (self.maxticks[freq] - 1):
        flag_else = 0
        break
if flag_else:
    warnings.warn(""AutoDateLocator was unable to pick an appropriate interval for this date range. It may be necessary to add an interval value to the AutoDateLocator's intervald dictionary. Defaulting to {0}."".format(interval))",1,FALSE,
rtv,https://github.com/michael-lazar/rtv/tree/master/tests/test_mime_parsers.py,,test_parser$133,"for parser in parsers:
    if parser.pattern.match(url):
        (parsed_url, parsed_type) = parser.get_mimetype(url)
        if isinstance(modified_url, RegexpType):
            assert modified_url.match(parsed_url)
        else:
            assert modified_url == parsed_url
        assert parsed_type == mime_type
        break
else:
    assert False","flag_else = 1

for parser in parsers:
    if parser.pattern.match(url):
        (parsed_url, parsed_type) = parser.get_mimetype(url)
        if isinstance(modified_url, RegexpType):
            assert modified_url.match(parsed_url)
        else:
            assert modified_url == parsed_url
        assert parsed_type == mime_type
        flag_else = 0
        break
if flag_else:
    assert False",1,FALSE,
bot,https://github.com/python-discord/bot/tree/master/bot/exts/info/doc/_parsing.py,,_get_truncated_description$138,"for string_ in ('\n\n', '\n', '. ', ', ', ',', ' '):
    cutoff = force_truncated.rfind(string_)
    if cutoff != -1:
        truncated_result = force_truncated[:cutoff]
        break
else:
    truncated_result = force_truncated","flag_else = 1

for string_ in ('\n\n', '\n', '. ', ', ', ',', ' '):
    cutoff = force_truncated.rfind(string_)
    if cutoff != -1:
        truncated_result = force_truncated[:cutoff]
        flag_else = 0
        break
if flag_else:
    truncated_result = force_truncated",1,FALSE,
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/ec/history.py,,_get_files$439,"for (_column_name, _operator_name, predicate, _argument) in time_filters:
    if predicate(first_entry):
        break
    if predicate(last_entry):
        break
else:
    if len(time_filters):
        if history._settings.options.debug:
            history._logger.info('Skipping logfile %s.log because of time filter' % ts)
        continue","flag_else = 1

for (_column_name, _operator_name, predicate, _argument) in time_filters:
    if predicate(first_entry):
        flag_else = 0
        break
    if predicate(last_entry):
        flag_else = 0
        break
if flag_else:
    if len(time_filters):
        if history._settings.options.debug:
            history._logger.info('Skipping logfile %s.log because of time filter' % ts)
        continue",2,FALSE,
swift,https://github.com/openstack/swift/tree/master/test/functional/tests.py,TestFile,test_POST$2660,"for f_dict in listing:
    if f_dict['name'] == file_name:
        break
else:
    self.fail('Failed to find file %r in listing' % file_name)","flag_else = 1

for f_dict in listing:
    if f_dict['name'] == file_name:
        flag_else = 0
        break
if flag_else:
    self.fail('Failed to find file %r in listing' % file_name)",1,FALSE,
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/utils/livestatus_helpers/queries.py,Query,from_string$504,"for line in lines:
    if line.startswith('Columns: '):
        column_names = line.split(': ', 1)[1].lstrip().split()
        columns: List[Column] = []
        for col in column_names:
            try:
                columns.append(_get_column(table_class, col))
            except AttributeError:
                pass
        break
else:
    raise ValueError('No columns found')","flag_else = 1

for line in lines:
    if line.startswith('Columns: '):
        column_names = line.split(': ', 1)[1].lstrip().split()
        columns: List[Column] = []
        for col in column_names:
            try:
                columns.append(_get_column(table_class, col))
            except AttributeError:
                pass
        flag_else = 0
        break
if flag_else:
    raise ValueError('No columns found')",1,FALSE,
tfc,https://github.com/maqp/tfc/tree/master/src/relay/diffs.py,,account_checker$97,"for account in account_list:
    ratio = difflib.SequenceMatcher(a=account, b=purp_account).ratio()
    if ratio >= ACCOUNT_RATIO_LIMIT:
        break
else:
    account = get_account_from_user(account_list, onion_address_user, account_input_queue)","flag_else = 1

for account in account_list:
    ratio = difflib.SequenceMatcher(a=account, b=purp_account).ratio()
    if ratio >= ACCOUNT_RATIO_LIMIT:
        flag_else = 0
        break
if flag_else:
    account = get_account_from_user(account_list, onion_address_user, account_input_queue)",1,FALSE,
montydb,https://github.com/davidlatwe/montydb/tree/master/montydb/engine/field_walker.py,FieldWalker,get_matched$832,"for (path, node) in self.matched.items():
    if position_path is None or path.startswith(position_path + '.'):
        matched = node
        break
else:
    return","flag_else = 1

for (path, node) in self.matched.items():
    if position_path is None or path.startswith(position_path + '.'):
        matched = node
        flag_else = 0
        break
if flag_else:
    return",1,FALSE,
integrations-core,https://github.com/DataDog/integrations-core/tree/master/datadog_checks_base/datadog_checks/base/checks/prometheus/mixins.py,PrometheusScraperMixin,_text_filter_input$247,"for item in self._text_filter_blacklist:
    if item in line:
        break
else:
    yield line","flag_else = 1

for item in self._text_filter_blacklist:
    if item in line:
        flag_else = 0
        break
if flag_else:
    yield line",1,FALSE,
ansible-modules-core,https://github.com/ansible/ansible-modules-core/tree/master/network/nxos/nxos_igmp_snooping.py,CustomNetworkConfig,add$194,"for child in ancestors[-1].children:
    if child.text == line:
        break
else:
    offset = len(parents) * self.indent
    item = ConfigLine(line)
    item.raw = line.rjust(len(line) + offset)
    item.parents = ancestors
    ancestors[-1].children.append(item)
    self.items.append(item)","flag_else = 1

for child in ancestors[-1].children:
    if child.text == line:
        flag_else = 0
        break
if flag_else:
    offset = len(parents) * self.indent
    item = ConfigLine(line)
    item.raw = line.rjust(len(line) + offset)
    item.parents = ancestors
    ancestors[-1].children.append(item)
    self.items.append(item)",1,FALSE,
pyOCD,https://github.com/pyocd/pyOCD/tree/master/pyocd/coresight/cortex_m.py,CortexM,_post_reset_core_accessibility_test$715,"while time_out.check():
    try:
        dhcsr = self.read32(CortexM.DHCSR)
        if dhcsr & CortexM.S_RESET_ST == 0:
            break
    except exceptions.TransferError:
        try:
            self.flush()
        except exceptions.TransferError:
            pass
else:
    if dhcsr is None:
        LOG.warning('Core #%d is not accessible after reset', self.core_number)
    else:
        LOG.debug('Core #%d did not come out of reset within timeout', self.core_number)","flag_else = 1

while time_out.check():
    try:
        dhcsr = self.read32(CortexM.DHCSR)
        if dhcsr & CortexM.S_RESET_ST == 0:
            flag_else = 0
            break
    except exceptions.TransferError:
        try:
            self.flush()
        except exceptions.TransferError:
            pass
if flag_else:
    if dhcsr is None:
        LOG.warning('Core #%d is not accessible after reset', self.core_number)
    else:
        LOG.debug('Core #%d did not come out of reset within timeout', self.core_number)",1,FALSE,
salt,https://github.com/saltstack/salt/tree/master/salt/utils/gitfs.py,,enforce_types$158,"for item in non_string_params:
    try:
        if key.endswith('_' + item):
            ret = item
            break
    except TypeError:
        if key.endswith('_' + str(item)):
            ret = item
            break
else:
    ret = None","flag_else = 1

for item in non_string_params:
    try:
        if key.endswith('_' + item):
            ret = item
            flag_else = 0
            break
    except TypeError:
        if key.endswith('_' + str(item)):
            ret = item
            flag_else = 0
            break
if flag_else:
    ret = None",2,FALSE,
quodlibet,https://github.com/quodlibet/quodlibet/tree/master/quodlibet/ext/songsmenu/duplicates.py,DuplicateDialog,__init__$284,"for row in model:
    if view.row_expanded(row.path):
        view.collapse_row(row.path)
else:
    for row in model:
        view.expand_row(row.path, False)","for row in model:
    if view.row_expanded(row.path):
        view.collapse_row(row.path)

for row in model:
    view.expand_row(row.path, False)
",0,TRUE,
data-science-competition,https://github.com/DLLXW/data-science-competition/tree/master/else/濠㈠灈鏅犻埞鍫ュ级--AI+z闁哄懘缂氶崗妯兼嫻閵/code/scripts/preprocess/CHID_preprocess.py,,logits_matrix_to_array$343,"for (i, row) in enumerate(logits_matrix):
    for (j, col) in enumerate(row):
        tmp.append((i, j, col))
else:
    choice = set(range(i + 1))
    blanks = set(range(j + 1))","for (i, row) in enumerate(logits_matrix):
    for (j, col) in enumerate(row):
        tmp.append((i, j, col))

choice = set(range(i + 1))
blanks = set(range(j + 1))
",0,TRUE,
hamster,https://github.com/projecthamster/hamster/tree/master/waflib/extras/qt4.py,qxx,add_moc_tasks$173,"for x in include_nodes:
    for e in self.moc_h_ext():
        h_node = x.find_node(base2 + e)
        if h_node:
            break
    if h_node:
        m_node = h_node.change_ext('.moc')
        break
else:
    for k in EXT_QT4:
        if base2.endswith(k):
            for x in include_nodes:
                h_node = x.find_node(base2)
                if h_node:
                    break
            if h_node:
                m_node = h_node.change_ext(k + '.moc')
                break","flag_else = 1

for x in include_nodes:
    for e in self.moc_h_ext():
        h_node = x.find_node(base2 + e)
        if h_node:
            break
    if h_node:
        m_node = h_node.change_ext('.moc')
        flag_else = 0
        break
if flag_else:
    for k in EXT_QT4:
        if base2.endswith(k):
            for x in include_nodes:
                h_node = x.find_node(base2)
                if h_node:
                    break
            if h_node:
                m_node = h_node.change_ext(k + '.moc')
                break",1,FALSE,
shadowsocks-rm,https://github.com/mengskysama/shadowsocks-rm/tree/master/shadowsocks/daemon.py,,daemon_stop$134,"for i in range(0, 200):
    try:
        os.kill(pid, 0)
    except OSError as e:
        if e.errno == errno.ESRCH:
            break
    time.sleep(0.05)
else:
    logging.error('timed out when stopping pid %d', pid)
    sys.exit(1)","flag_else = 1

for i in range(0, 200):
    try:
        os.kill(pid, 0)
    except OSError as e:
        if e.errno == errno.ESRCH:
            flag_else = 0
            break
    time.sleep(0.05)
if flag_else:
    logging.error('timed out when stopping pid %d', pid)
    sys.exit(1)",1,FALSE,
beagle,https://github.com/yampelo/beagle/tree/master/beagle/datasources/virustotal/generic_vt_sandbox.py,GenericVTSandbox,_network_events$339,"for ip in dnslookup.get('resolved_ips', []):
    yield {FieldNames.EVENT_TYPE: EventTypes.DNS_LOOKUP, FieldNames.HTTP_HOST: dnslookup['hostname'], FieldNames.IP_ADDRESS: ip, **self.parent_process}
else:
    yield {FieldNames.EVENT_TYPE: EventTypes.DNS_LOOKUP, FieldNames.HTTP_HOST: dnslookup['hostname'], **self.parent_process}","for ip in dnslookup.get('resolved_ips', []):
    yield {FieldNames.EVENT_TYPE: EventTypes.DNS_LOOKUP, FieldNames.HTTP_HOST: dnslookup['hostname'], FieldNames.IP_ADDRESS: ip, **self.parent_process}

yield {FieldNames.EVENT_TYPE: EventTypes.DNS_LOOKUP, FieldNames.HTTP_HOST: dnslookup['hostname'], **self.parent_process}
",0,TRUE,
azure-cli,https://github.com/Azure/azure-cli/tree/master/src/azure-cli/azure/cli/command_modules/network/custom.py,WAFManagedRuleSetAdd,pre_instance_update$1988,"for rule_set in instance.properties.managed_rules.managed_rule_sets:
    if rule_set.rule_set_type == rule_set_type and rule_set.rule_set_version == rule_set_version:
        for rule_override in rule_set.rule_group_overrides:
            if rule_override.rule_group_name == rule_group_name:
                rule_override.rules.extend(managed_rule_overrides)
                break
        else:
            if rule_group_override is not None:
                rule_set.rule_group_overrides.append(rule_group_override)
        break
else:
    instance.properties.managed_rules.managed_rule_sets.append(new_managed_rule_set)","flag_else = 1

for rule_set in instance.properties.managed_rules.managed_rule_sets:
    if rule_set.rule_set_type == rule_set_type and rule_set.rule_set_version == rule_set_version:
        for rule_override in rule_set.rule_group_overrides:
            if rule_override.rule_group_name == rule_group_name:
                rule_override.rules.extend(managed_rule_overrides)
                break
        else:
            if rule_group_override is not None:
                rule_set.rule_group_overrides.append(rule_group_override)
        flag_else = 0
        break
if flag_else:
    instance.properties.managed_rules.managed_rule_sets.append(new_managed_rule_set)",1,FALSE,
yt-dlc,https://github.com/blackjack4494/yt-dlc/tree/master/youtube_dlc/utils.py,,long_to_bytes$5375,"for i in range(len(s)):
    if s[i] != b'\x00'[0]:
        break
else:
    s = b'\x00'
    i = 0","flag_else = 1

for i in range(len(s)):
    if s[i] != b'\x00'[0]:
        flag_else = 0
        break
if flag_else:
    s = b'\x00'
    i = 0",1,FALSE,
conan,https://github.com/conan-io/conan/tree/master/conans/test/utils/test_files.py,,wait_until_removed$18,"for _ in range(50):
    time.sleep(0.1)
    try:
        shutil.rmtree(folder)
        break
    except Exception as e:
        latest_exception = e
else:
    raise Exception('Could remove folder %s: %s' % (folder, latest_exception))","flag_else = 1

for _ in range(50):
    time.sleep(0.1)
    try:
        shutil.rmtree(folder)
        flag_else = 0
        break
    except Exception as e:
        latest_exception = e
if flag_else:
    raise Exception('Could remove folder %s: %s' % (folder, latest_exception))",1,FALSE,
fuxi,https://github.com/jeffzh3ng/fuxi/tree/master/fuxi/common/libs/nmap.py,PortScanner,analyse_nmap_xml_scan$272,"for dosmatch in dos.findall('osmatch'):
    name = dosmatch.get('name')
    accuracy = dosmatch.get('accuracy')
    line = dosmatch.get('line')
    osclass = []
    for dosclass in dosmatch.findall('osclass'):
        ostype = dosclass.get('type')
        vendor = dosclass.get('vendor')
        osfamily = dosclass.get('osfamily')
        osgen = dosclass.get('osgen')
        accuracy = dosclass.get('accuracy')
        cpe = []
        for dcpe in dosclass.findall('cpe'):
            cpe.append(dcpe.text)
        osclass.append({'type': ostype, 'vendor': vendor, 'osfamily': osfamily, 'osgen': osgen, 'accuracy': accuracy, 'cpe': cpe})
    osmatch.append({'name': name, 'accuracy': accuracy, 'line': line, 'osclass': osclass})
else:
    scan_result['scan'][host]['osmatch'] = osmatch","for dosmatch in dos.findall('osmatch'):
    name = dosmatch.get('name')
    accuracy = dosmatch.get('accuracy')
    line = dosmatch.get('line')
    osclass = []
    for dosclass in dosmatch.findall('osclass'):
        ostype = dosclass.get('type')
        vendor = dosclass.get('vendor')
        osfamily = dosclass.get('osfamily')
        osgen = dosclass.get('osgen')
        accuracy = dosclass.get('accuracy')
        cpe = []
        for dcpe in dosclass.findall('cpe'):
            cpe.append(dcpe.text)
        osclass.append({'type': ostype, 'vendor': vendor, 'osfamily': osfamily, 'osgen': osgen, 'accuracy': accuracy, 'cpe': cpe})
    osmatch.append({'name': name, 'accuracy': accuracy, 'line': line, 'osclass': osclass})

scan_result['scan'][host]['osmatch'] = osmatch
",0,TRUE,
pony,https://github.com/ponyorm/pony/tree/master/pony/orm/core.py,Discriminator,validate$2594,"for cls in entity._subclasses_:
    if val == cls._discriminator_:
        break
else:
    throw(TypeError, 'Invalid discriminator attribute value for %s. Expected: %r, got: %r' % (entity.__name__, entity._discriminator_, val))","flag_else = 1

for cls in entity._subclasses_:
    if val == cls._discriminator_:
        flag_else = 0
        break
if flag_else:
    throw(TypeError, 'Invalid discriminator attribute value for %s. Expected: %r, got: %r' % (entity.__name__, entity._discriminator_, val))",1,FALSE,
nltk,https://github.com/nltk/nltk/tree/master/nltk/corpus/reader/util.py,,concat$434,"for typ in types:
    if not issubclass(typ, (StreamBackedCorpusView, ConcatenatedCorpusView)):
        break
else:
    return ConcatenatedCorpusView(docs)","flag_else = 1

for typ in types:
    if not issubclass(typ, (StreamBackedCorpusView, ConcatenatedCorpusView)):
        flag_else = 0
        break
if flag_else:
    return ConcatenatedCorpusView(docs)",1,FALSE,
runipy,https://github.com/paulgb/runipy/tree/master/runipy/_version.py,,run_command$63,"for c in commands:
    try:
        dispcmd = str([c] + args)
        p = subprocess.Popen([c] + args, cwd=cwd, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        break
    except EnvironmentError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return None
else:
    if verbose:
        print('unable to find command, tried %s' % (commands,))
    return None","flag_else = 1

for c in commands:
    try:
        dispcmd = str([c] + args)
        p = subprocess.Popen([c] + args, cwd=cwd, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        flag_else = 0
        break
    except EnvironmentError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return None
if flag_else:
    if verbose:
        print('unable to find command, tried %s' % (commands,))
    return None",1,FALSE,
exabgp,https://github.com/Exa-Networks/exabgp/tree/master/src/exabgp/application/cli.py,,cmdline$113,"for (nickname, name, match) in (('a', 'announce', lambda pos, pre: pos == 0 or pre.count('.') == 3 or pre.count(':') != 0), ('a', 'attributes', lambda pos, pre: pre[-1] == 'announce' or pre[-1] == 'withdraw'), ('c', 'configuration', lambda pos, pre: True), ('e', 'eor', lambda pos, pre: pre[-1] == 'announce'), ('e', 'extensive', lambda _, pre: 'show' in pre), ('f', 'flow', lambda pos, pre: pre[-1] == 'announce' or pre[-1] == 'withdraw'), ('f', 'flush', lambda pos, pre: pos == 0 or pre.count('.') == 3 or pre.count(':') != 0), ('h', 'help', lambda pos, pre: pos == 0), ('i', 'in', lambda pos, pre: pre[-1] == 'adj-rib'), ('n', 'neighbor', lambda pos, pre: pos == 0 or pre[-1] == 'show'), ('r', 'route', lambda pos, pre: pre == 'announce' or pre == 'withdraw'), ('rr', 'route-refresh', lambda _, pre: pre == 'announce'), ('s', 'show', lambda pos, pre: pos == 0), ('t', 'teardown', lambda pos, pre: pos == 0 or pre.count('.') == 3 or pre.count(':') != 0), ('s', 'summary', lambda pos, pre: pos != 0), ('v', 'vps', lambda pos, pre: pre[-1] == 'announce' or pre[-1] == 'withdraw'), ('o', 'operation', lambda pos, pre: pre[-1] == 'announce'), ('o', 'out', lambda pos, pre: pre[-1] == 'adj-rib'), ('a', 'adj-rib', lambda pos, pre: pre[-1] in ['clear', 'flush', 'show']), ('w', 'withdraw', lambda pos, pre: pos == 0 or pre.count('.') == 3 or pre.count(':') != 0), ('w', 'watchdog', lambda pos, pre: pre[-1] == 'announce' or pre[-1] == 'withdraw'), ('neighbour', 'neighbor', lambda pos, pre: True), ('neigbour', 'neighbor', lambda pos, pre: True), ('neigbor', 'neighbor', lambda pos, pre: True)):
    if (token == nickname or name.startswith(token)) and match(pos, renamed):
        renamed.append(name)
        break
else:
    renamed.append(token)","flag_else = 1

for (nickname, name, match) in (('a', 'announce', lambda pos, pre: pos == 0 or pre.count('.') == 3 or pre.count(':') != 0), ('a', 'attributes', lambda pos, pre: pre[-1] == 'announce' or pre[-1] == 'withdraw'), ('c', 'configuration', lambda pos, pre: True), ('e', 'eor', lambda pos, pre: pre[-1] == 'announce'), ('e', 'extensive', lambda _, pre: 'show' in pre), ('f', 'flow', lambda pos, pre: pre[-1] == 'announce' or pre[-1] == 'withdraw'), ('f', 'flush', lambda pos, pre: pos == 0 or pre.count('.') == 3 or pre.count(':') != 0), ('h', 'help', lambda pos, pre: pos == 0), ('i', 'in', lambda pos, pre: pre[-1] == 'adj-rib'), ('n', 'neighbor', lambda pos, pre: pos == 0 or pre[-1] == 'show'), ('r', 'route', lambda pos, pre: pre == 'announce' or pre == 'withdraw'), ('rr', 'route-refresh', lambda _, pre: pre == 'announce'), ('s', 'show', lambda pos, pre: pos == 0), ('t', 'teardown', lambda pos, pre: pos == 0 or pre.count('.') == 3 or pre.count(':') != 0), ('s', 'summary', lambda pos, pre: pos != 0), ('v', 'vps', lambda pos, pre: pre[-1] == 'announce' or pre[-1] == 'withdraw'), ('o', 'operation', lambda pos, pre: pre[-1] == 'announce'), ('o', 'out', lambda pos, pre: pre[-1] == 'adj-rib'), ('a', 'adj-rib', lambda pos, pre: pre[-1] in ['clear', 'flush', 'show']), ('w', 'withdraw', lambda pos, pre: pos == 0 or pre.count('.') == 3 or pre.count(':') != 0), ('w', 'watchdog', lambda pos, pre: pre[-1] == 'announce' or pre[-1] == 'withdraw'), ('neighbour', 'neighbor', lambda pos, pre: True), ('neigbour', 'neighbor', lambda pos, pre: True), ('neigbor', 'neighbor', lambda pos, pre: True)):
    if (token == nickname or name.startswith(token)) and match(pos, renamed):
        renamed.append(name)
        flag_else = 0
        break
if flag_else:
    renamed.append(token)",1,FALSE,
WatchAD,https://github.com/Qianlitp/WatchAD/tree/master/libs/pyasn1/codec/ber/decoder.py,OctetStringDecoder,indefLenValueDecoder$185,"while substrate:
    (component, substrate) = decodeFun(substrate)
    if eoo.endOfOctets.isSameTypeWith(component) and component == eoo.endOfOctets:
        break
    r = r + component
else:
    raise error.SubstrateUnderrunError('No EOO seen before substrate ends')","flag_else = 1

while substrate:
    (component, substrate) = decodeFun(substrate)
    if eoo.endOfOctets.isSameTypeWith(component) and component == eoo.endOfOctets:
        flag_else = 0
        break
    r = r + component
if flag_else:
    raise error.SubstrateUnderrunError('No EOO seen before substrate ends')",1,FALSE,
moto,https://github.com/spulec/moto/tree/master/moto/cognitoidp/models.py,CognitoIdpBackend,change_password$1305,"for user_pool in self.user_pools.values():
    if access_token in user_pool.access_tokens:
        (_, username) = user_pool.access_tokens[access_token]
        user = self.admin_get_user(user_pool.id, username)
        if user.password != previous_password:
            raise NotAuthorizedError(username)
        user.password = proposed_password
        if user.status in [UserStatus.FORCE_CHANGE_PASSWORD, UserStatus.RESET_REQUIRED]:
            user.status = UserStatus.CONFIRMED
        break
else:
    raise NotAuthorizedError(access_token)","flag_else = 1

for user_pool in self.user_pools.values():
    if access_token in user_pool.access_tokens:
        (_, username) = user_pool.access_tokens[access_token]
        user = self.admin_get_user(user_pool.id, username)
        if user.password != previous_password:
            raise NotAuthorizedError(username)
        user.password = proposed_password
        if user.status in [UserStatus.FORCE_CHANGE_PASSWORD, UserStatus.RESET_REQUIRED]:
            user.status = UserStatus.CONFIRMED
        flag_else = 0
        break
if flag_else:
    raise NotAuthorizedError(access_token)",1,FALSE,
qtile,https://github.com/qtile/qtile/tree/master/libqtile/layout/stack.py,Stack,focus_previous$171,"for i in iterator:
    if client in i:
        next = i.focus_previous(client)
        if next:
            return next
        break
else:
    return","flag_else = 1

for i in iterator:
    if client in i:
        next = i.focus_previous(client)
        if next:
            return next
        flag_else = 0
        break
if flag_else:
    return",1,FALSE,
mangum,https://github.com/jordaneremieff/mangum/tree/master/tests/integration/mock_server.py,,start_service$18,"for i in range(0, 30):
    output = process.poll()
    if output is not None:
        logging.info(f'moto_server exited status {output}')
        (stdout, stderr) = process.communicate()
        logging.info(f'moto_server stdout: {stdout}')
        logging.info(f'moto_server stderr: {stderr}')
        pytest.fail(f'Can not start service: {service_name}')
    try:
        requests.get(url, timeout=5, proxies=_proxy_bypass)
        break
    except requests.exceptions.ConnectionError:
        time.sleep(0.5)
else:
    stop_process(process)
    pytest.fail(f'Can not start service: {service_name}')","flag_else = 1

for i in range(0, 30):
    output = process.poll()
    if output is not None:
        logging.info(f'moto_server exited status {output}')
        (stdout, stderr) = process.communicate()
        logging.info(f'moto_server stdout: {stdout}')
        logging.info(f'moto_server stderr: {stderr}')
        pytest.fail(f'Can not start service: {service_name}')
    try:
        requests.get(url, timeout=5, proxies=_proxy_bypass)
        flag_else = 0
        break
    except requests.exceptions.ConnectionError:
        time.sleep(0.5)
if flag_else:
    stop_process(process)
    pytest.fail(f'Can not start service: {service_name}')",1,FALSE,
pywikibot,https://github.com/wikimedia/pywikibot/tree/master/scripts/interwiki.py,InterwikiBot,generateMore$1919,"for page in self.pageGenerator:
    if page in self.conf.skip:
        pywikibot.output('Skipping: {} is in the skip list'.format(page))
        continue
    if self.conf.skipauto:
        (dictName, year) = page.autoFormat()
        if dictName is not None:
            pywikibot.output('Skipping: {} is an auto entry {}({})'.format(page, dictName, year))
            continue
    if self.conf.parenthesesonly:
        if '(' not in page.title():
            continue
    if page.isTalkPage():
        pywikibot.output('Skipping: {} is a talk page'.format(page))
        continue
    if page.namespace() == 10:
        loc = None
        with suppress(KeyError):
            (tmpl, loc) = moved_links[page.site.code]
            del tmpl
        if loc is not None and loc in page.title():
            pywikibot.output('Skipping: {} is a templates subpage'.format(page.title()))
            continue
    break
else:
    break","flag_else = 1

for page in self.pageGenerator:
    if page in self.conf.skip:
        pywikibot.output('Skipping: {} is in the skip list'.format(page))
        continue
    if self.conf.skipauto:
        (dictName, year) = page.autoFormat()
        if dictName is not None:
            pywikibot.output('Skipping: {} is an auto entry {}({})'.format(page, dictName, year))
            continue
    if self.conf.parenthesesonly:
        if '(' not in page.title():
            continue
    if page.isTalkPage():
        pywikibot.output('Skipping: {} is a talk page'.format(page))
        continue
    if page.namespace() == 10:
        loc = None
        with suppress(KeyError):
            (tmpl, loc) = moved_links[page.site.code]
            del tmpl
        if loc is not None and loc in page.title():
            pywikibot.output('Skipping: {} is a templates subpage'.format(page.title()))
            continue
    flag_else = 0
    break
if flag_else:
    break",1,FALSE,
spilo,https://github.com/zalando/spilo/tree/master/postgres-appliance/major_upgrade/inplace_upgrade.py,InplaceUpgrade,do_upgrade$482,"for _ in polling_loop(10):
    try:
        result = self.request(member, 'post', 'restart', {})
        logger.info('   %s %s', result.status, result.data.decode('utf-8'))
        if result.status < 300:
            break
    except Exception as e:
        logger.error('POST /restart failed: %r', e)
else:
    logger.error('Failed to start primary after upgrade')","flag_else = 1

for _ in polling_loop(10):
    try:
        result = self.request(member, 'post', 'restart', {})
        logger.info('   %s %s', result.status, result.data.decode('utf-8'))
        if result.status < 300:
            flag_else = 0
            break
    except Exception as e:
        logger.error('POST /restart failed: %r', e)
if flag_else:
    logger.error('Failed to start primary after upgrade')",1,FALSE,
